name,address,city,state,zip_code,country,phone,Website,email_primary,contact_person,contact_person_role,latitude,longitude
Islamic Center of Livermore,379 A S. Livermore Ave,Livermore,California,94550,United States,925-443-1826,https://iclivermore.org/,info@iclivermore.org,,,,
Lodi Muslim Mosque,210 Poplar St. Lodi,Lodi,California,95240,United States,209-333-9619,,Lodimuslimmosque20@gmail.com,,,,
Islamic Center of Southern California,434 S. Vermont Ave,Los Angeles,California,90020,United States,213-382-9200,https://www.islamiccenter.com/,info@islamiccenter.com,,,,
Islamic Community Center of Redlands,24769 Redlands Blvd Suite A B C,Loma Linda,California,92354,United States,909-915-5920,https://iccredlands.org/,contact@iccredlands.org,,,,
Islamic Center of South Bay,28516 Walnut St.,Lomita,California,90717,United States,310-534-1363,https://masjidalnoor.org/,info@masjidalnoor.org,,,,
Masjid Al-Shareef,2104 Orange Ave,Long Beach,California,90806,United States,562-591-5320,https://maslb.net/,masjidalshareefoflongbeach57@gmail.cm,,,,
Masjid Bilal Islamic Center,4016 S. Central Ave,Los Angeles,California,90011,United States,323-233-7274,https://www.masjidbilalonline.com/index.html,bilalcenter@aol.com,,,,
Salaam Islamic Center,3735 Alton Pkwy,Irvine,California,92606,United States,,,info@salaamic.org,,,,
Masjid Umar Ibn Khattab,1025 Exposition Blvd,Los Angeles,California,90007,United States,213-733-9838,https://omarfoundation.com/,info@omarfoundation.com,,,,
Iranian American Muslim Association,3376 Motor Ave.,Los Angeles,California,90034,United States,310-202-8181,https://iman.org/,INFO@IMAN.ORG,,,,
Masjid Bilal IBN Rabah,696 Mount Zion Rd.,Morrow,Georgia,30236,United States,770-629-2220,https://masjidbilalibnrabaah.com/,info@masjidilalibnrabaah.com,,,,
Madera Islamic Center,16643 Road 26,Madera,California,93638,United States,209-725-8167,https://www.masjidmadera.com/,masjidmadera@gmail.com,,,,
Islamic Center of Milly Valley,62 shell Rd,Mill Valley,California,92941,United States,415-383-0617,https://www.mvmasjid.com/,school@mvmasjid.com info@mvmasjid.com,,,,
El Zahara Islamic Center,,,,,United States,201-670-9090,https://www.elzahra.org/,info@elzahra.org,,,,
Dar Us Salam Masjid,90 Dempsy Rd,Milpitas,California,95050,United States,408-719-9010,https://alhilaal.org/home/,info@alhilaal.org,,,,
Orange Country Islamic Foundation,23581 Madero Dr.,Mission Viejo,California,92691,United States,949-595-0480,https://ocif.org/,admin@ocif.org,,,,
Islamic Center of Modesto,1445 N Carpenter Rd.,Modesto,California,95358,United States,209-576-8149,https://www.icomodesto.org/,imam@icomodesto.org,,,,
Islamic Society of Solano County,P.O. Box 6153,Napa,California,94581,United States,707-294-9521,https://www.solanocountyislamiccenter.com/,Solanocountyislamiccenter@yahoo.com,,,,
Islamic Center of Conejo Valley,2700 Borchard Rd.,Newbury Park,California,91320,United States,805-499-2106,https://iccv.org/,iccvnews@gmail.com,,,,
Madina Islamic Center,12500 Firestone Blvd,Norwalk,California,90650,United States,562-676-7351,https://madinamasjid.org/,aka461@hotmail.com,,,,
Masjid Imam Bukhari,8741 Van Nuys Suite 209,Panorama City,California,91402,United States,818-894-3025,https://imambukharimasjid.org/,talhamajeed@hotmail.com,,,,
Islamic Center of Perris,3895 N. Perris Blvd,Perris,California,92571,United States,951-443-3929,https://www.perrismasjid.com/,IslamicCentorofPerris@gmail.com,,,,
Islamic Center Pittsburg,300 E. 10th St.,Pittsburg,California,94565,United States,925-473-0384,https://www.icp-pgh.org/,fgh@yahoo.com,,,,
Muslim Community Center of East Bay,5724 W. Las Positas Blvd Suite 300,Pleasanton,California,94588,United States,,https://mcceastbay.org/,info@mcceasthbay.org,,,,
Islamic Center of Inland Empire,1555 E. 3rd St.,Pomona,California,91766,United States,909-868-8811,https://ranchomasjid.org,admin@ranchomasjid.org,,,,
Islamic Center of Claremont,3641 N. Garey Ave.,Pomona,California,91767,United States,909-593-1865,https://islamiccenterofclaremont.org/,,,,,
Zainabia Islamic Society,575 N. Towne Ave.,Pomona,California,91767,United States,909-981-5491,https://www.zainabia-la.org/,,,,,
Islamic Center of Redlands,11210 Alabama St.,Redlands,California,92373,United States,909-792-0882,https://iccredlands.org/,contact@iccredlands.org,,,,
Islamic Center of Reseda,18206 Victory Blvd,Reseda,California,91335,United States,818-996-9116,https://islamiccenterofreseda.com/,icreseda1@aol.com,,,,
Maktab Tarighat Oveyssi Shahmaghsoudi,18011 Sherman Way,Reseda,California,91335,United States,800-820-2180,https://mto.org/,info@mto.org,,,,
Masjid Al Noor,1330 Cutting Blvd,Richmond,California,94801,United States,510-283-9966,https://www.masjidalnoorrichmond.com/,,,,,
Masjid Al Rahman,1110 36th st,Richmond,California,94804,United States,510-236-8130,https://masjidalrahman.com/,info@masjidalrahman.com,,,,
Islamic Center of Riverside,1038 W. Linden St.,Riverside,California,92507,United States,951-684-5466,https://www.islamiccenterofriverside.net/,info@risersidemasjid.com,,,,
Islamic Society of San Gabriel Valley,19164 E. Walnut Dr.,Rowland Heights,California,91748,United States,926-964-3596,https://icsgv.com/,info@icsgv.com,,,,
Islamic Center of Sacramento,2011 4th St.,Sacramento,California,95818,United States,916-444-6323,https://www.masjidannur.com/,EducationDirector@masjidannur.com,,,,
Salam Islamic Center,4541 College Oak Dr.,Sacramento,California,95841,United States,916-979-1933,https://salamcenter.org/,OfficeManager@salamcenter.org,,,,
Masjid Ibrahim,3449 Rio Linda Blvd,Sacramento,California,95838,United States,916-925-4651,https://www.masjidibrahim.org/,info@masjidibrahim.com,,,,
Masjid Annur Islamic Center,6990 65th St.,Sacramento,California,95823,United States,916-392-6687,https://www.masjidannur.com/,EducationDirector@masjidannur.com,,,,
Islamic Community of Salinas,333 Capitol St.,Salinas,California,93901,United States,831-422-0900,https://www.icsalinas.org/,imam@icsalinas.org,,,,
Masjid Hamza | Islamic Center of Mira Mesa,9235 Activity Rd. Suite 112,San Diego,California,92129,United States,619-416-6018,https://www.masjidhamzasandiego.com/,masjidhamza9235@gmail.com,,,,
Islamic Education Center of San Diego,8977 Activity Rd. Suite 103,San Diego,California,92126,United States,858-689-8888,,info@iecsd.com,,,,
Muslim Community Center of Greater San Diego,14698 Via Fiesta,San Diego,California,92127,United States,858-756-5100,https://www.mccsandiego.org/,info@mcc-gsd.org,,,,
Islamic Center of San Diego,7050 Eckstorm Ave.,San Diego,California,92111,United States,858-278-5240,https://www.icsd.org/,admin@icsd.org,,,,
Mas-San Diego,,San Diego,California,92126,United States,858-603-9221,https://massandiego.org/,admin@massandiego.org,,,,
Masjid Al Tawheed,9011 Elk Grove Florin Rd.,Elk Grove,California,,United States,916-686-9519,https://www.masjidaltawheed.com/,admin@masjidaltawheed.com,,,,
Muslim Community Center,850 Divisadro St,San Francisco,California,94117,United States,415-583-9397,https://mccbrooklyn.org/,info@mccbrooklyn.org,,,,
Islamic Center South Bay Islamic Association,325 N. Third St.,San Jose,California,95112,United States,408-947-9389,https://sbia.info/,sbia@sbia.info,,,,
Saba Islamic Center,4415 Fortan Ct.,San Jose,California,95134,United States,408-946-5700,https://www.saba-igc.org/,saba@saba-igc.org webmaster@saba-igc.org,,,,
Islamic Community of Bay Area Bosniaks,1445 Fortran Ct.,San Jose,California,95112,United States,408-441-0540,https://icbab.org/,sanjosedzemat2016@gmail.com,,,,
Masjid Al Rasool,552 S. Bascan Ave.,San Jose,California,95128,United States,408-364-0666,https://www.masjid-al-rasool.com/,masjid.rasool@gmail.com,,,,
Central Cost Islamic Center,327 Plaza Dr,Santa Maria,California,93401,United States,805-352-1922,https://ccicmasjid.org/,info@ccicmasjid.org,,,,
South Valley Islamic Community,14770 Columbet Ave.,San Martin,California,95046,United States,408-535-0112,https://svic.org/,svic@svic.org,,,,
Masjid Al Haq,228 N. Ellsworth St.,San Mateo,California,94401,United States,650-678-7893,https://www.masjidulhaqq.com/,masjidulhaqqsanmateo@gmail.com,,,,
San Ramon Valley Islamic Center,2232 B Camino Ramon,San Ramon,California,94583,United States,925-866-7088,https://srvic.org/,webmaster@srvic.org,,,,
Imamia Education Center,2110 E 1St Suite 120,Santa Ana,California,92705,United States,714-524-5580,https://www.imamia.org/,aamithani@yahoo.com,Amir Mithani,Director,,
Muslim Community Association,3003 Scott Blvd,Santa Clara,California,,United States,408-747-7277,https://mcabayarea.org/,info@mcabayarea.org,,,,
Islamic Society of Santa Rosa,545 Mendocino Ave,Santa Rosa,California,95401,United States,707-525-1144,https://islamicsocietysr.org/,info@islamicsociety-sr.org,,,,
West Valley Muslim Associatin,12370 Saratoga Sunnyvale Rd.,Saratoga,California,95070,United States,408-805-4560,https://wvmuslim.org/,info@wvmuslim.org,,,,
Islamic Society of Monterey County,405 Elm Ave,Seaside,California,93955,United States,831-393-4003,https://ismcca.org/,ismc405@gmail.com,,,,
Al Zahra Islamic Center,8152 Seville Ave.,South Gate,California,90280,United States,323-835-0633,https://www.elzahra.org/,info@elzahra.org,,,,
Masjid As Sadiq,2065 E. 8th St.,Stockton,California,95206,United States,209-941-4915,https://masjid.assiddiq.org/,masjid@assiddiq.org,,,,
Stockton Student Mosque,1219 El Monte St.,Stockton,California,95207,United States,209-474-3184,http://www.masjidalemaan.com/,info@masjidalemaan.com,,,,
Masjid Al-Emaan,4212 N. Pershing Ave.,Stockton,California,95207,United States,209-688-2594,https://masjidulemaan.com/,info@masjidulemaan.com,,,,
Islamic Center of Sunnyvale,1260 Persian Dr. Suite A1,Sunnyvale,California,94089,United States,408-274-5514,https://tahausa.org/,admin@tahausa.org,,,,
Islamic Center of Temecula Valley,42188 Rio Nedo Suite A,Temecula,California,92590,United States,951-296-6601,https://icotv.org/,secretary@icotv.org,Br. Bahat Akari,Education Committe Chairperson,,
Tracy Islamic Center,11970 Larch Road,Tracy,California,95304,United States,209-830-6286,https://www.tracyislamiccenter.org/,info@tracyislamiccenter.org,,,,
Islamic Society of Tracy,350 N. Corral Hollow,Tracy,California,95376,United States,209-839-2275,https://www.isotracy.org/,isotracyca@gmail.com,,,,
Jafaria Islamic Society,642 South B St.,Tustin,California,92780,United States,323-560-8002,https://www.jafaria.org/jafaria_site/,INFO@JAFARIA.ORG,,,,
Islamic Center of Vallejo,727 Sonoma Blvd,Vallejo,California,94590,United States,707-558-8229,https://www.islamiccenterofvallejo.org/,,,,,
Masjid Al Ittehad,925 Anza Ave,Vista,California,92084,United States,760-954-9544,https://www.masjidalittehad.com/,info@masjidalittehad.com,,,,
Masjid Al-Furqan,659 Brea Canyon Rd,Walnut,California,91789,United States,909-594-1310,http://markazalfurqaan.org/,info@markazalfurqaan.org,,,,
Masjid Aisha,700 Glide Ave,West Sacramento,California,95691,United States,916-372-9031,https://masjidaisha.com/,info@masjidaisha.com,,,,
Salam Islamic Center,4545 College Oak Dr,Sacramento,California,95841,United States,916-979-1933,https://salamcenter.org/,officemanager@salamcenter.org,,,,
Islamic Center of Boulder,1530 Culver St,Boulder,Colorado,80303,United States,303-444-6345,https://bouldermuslims.com/,,,,,
Masjid Al-Farooq | Islamic Society of Colorado Springs,2125 N. Chestnut,Colorado Springs,Colorado,80907,United States,719-632-3364,https://iscs.info/,iscs.info.contact@gmail.com,,,,
Rocky Mountain Islamic Center,7510 W Mississipi Ave.,Lakewood,Colorado,,United States,720-583-4463,,rmislamiccenter@gmail.com,,,,
An-Nur Masjid | Deven Islamic Society,2124 S. Birch,Denver,Colorado,80222,United States,303-759-1985,,dis.birchstreet@gmail.com,,,,
Masjid abu Bakr | Colorado Muslim Society,2071 S. Parker Rd,Denver,Colorado,80231,United States,303-696-9800,https://coloradomuslimsociety.org/,denvermosque@yahoo.com,,,,
South Denver Islamic Society,7007 S Clinton St.,Greenwood Village,Colorado,80112,United States,720-772-7342,https://www.khadeejah.org/,president@masjidkhadeejah.org,,,,
Masjid Ikhlas | Metropolitan Denver North Islamic Center,1141 Irma Dr.,Northglenn,Colorado,90233,United States,303-920-0252,www.masjidikhlas.org/,office@masjidikhlas.org,,,,
Bosmian Educational And Cultural Center,7280 Irving St B206,Westminister,Colorado,80030,United States,303-283-6004,https://becca-chicago.com/,info@bicc-chicago.com,,,,
Farmington Valley American Muslim Center,"35 Harris Rd,",Avon,Connecticut,6001,United States,860-673-9680,https://www.fvamc.org/,info@fvamc.org,,,,
Islamic Society of Greater Hartford,1781 Wilbur Cross Hwy,Berlin,Connecticut,6037,United States,860-829-6411,https://www.berlinmosque.org/,webmaster@berlinmosque.or,Dr. Fadi Hammami,Co-President,,
BridgePort Islamic Community Center,525 Clinton Ave.,Bridgeport,Connecticut,6605,United States,203-362-2527,https://www.mybicc.org/,info@mybicc.org,,,,
Masjid An-Noor | Bridgeport Islamic Society,1300 Fairfield Ave,Bridgeport,Connecticut,6605,United States,203-579-221,https://masjidan-noor.com/,media.masjidannoor@gmail.com,,,,
Danbury Masjid | Islamic Society of Western Connecticut,388 Main Street,Danbury,Connecticut,6810,United States,203-744-1328,http://danburymasjid.com/,iswcdanburymasjid@gmail.com,,,,
Masjid Al Hedaya | Muslim Society of Greater Danbury,18 Great Plain Rd.,Danbury,Connecticut,6810,United States,203-300-9326,https://hedayacenter.org/,eman.school@gmail.org,,,,
Islamic Center of Connecticut,140 White Rock Dr.,Hartford,Connecticut,6115,United States,860-249-0112,http://icct.org/,"webmaster@icct.org, info@icct.org",,,,
Mosque Baitul Aman,410 Main Street,Meriden,Connecticut,6451,United States,860-670-6402,https://edu.ahmadiyya.us/,Connecticut@mkausa.org,,,,
Masjid Al Taqwa,47 Sait Clair Ave,New Britain,Connecticut,6051,United States,860-223-9131,http://www.altaqwamasjid.com/,masjidaltaqwa@ymail.com,,,,
Islamic Association of Greater Hartford,1781 Berlin Tpke,Berlin,Connecticut,,United States,860-829-6411,https://berlinmosque.org/,berlinmo@berlinmosque.org,,,,
Jafaria Association of Connecticut,1 Meriden,Rockfall,Connecticut,6481,United States,203-468-2961,https://jaoct.org/,jafariacenter@jaoct.org,,,,
Monre Masjid,57 Pepper St,Monroe,Connecticut,6468,United States,981-787-52625,https://www.monroemasjid.org/,monroemasjid@gmail.com,,,,
Islamic Society of Stamford,82 Harbor Dr,Stamford,Connecticut,6902,United States,203-255-4327,https://www.stamfordislamiccenter.com/,info@stamfordislamiccenter.com,,,,
Stamford Islamic Center,10 Outlook St.,Stamford,Connecticut,6902,United States,203-975-2642,https://www.stamfordislamiccenter.com/,info@stamfordislamiccenter.com,,,,
Masjid 'Eesa ibn Maryam | NYC Muslim Center,90-20191st,Hollis,New York,11423,United States,718-776-7291,https://www.masjideesa.org/,info@masjidEesa.org,,,,
United Muslim Masjid,132 Prospect St.,Waterbury,Connecticut,6710,United States,203-756-6365,https://www.ummonline.org/,info@ummonline.org,,,,
Masjid Al-Mostafa,120 Schraffts Dr,Waterbury,Connecticut,6705,United States,203-597-7676,https://www.iasconnect.org/,iascmasjidmustafa@gmail.com Iasconnect@sbcglobal.net,,,,
Albanian American Culture & Islamic Center,106 Columbia Blvd,Waterbury,Connecticut,6710,United States,203-755-0687,https://albanianamericanislamiccenter.com/,office@albanianilamiccenter.com,,,,
New Haven Islamic Center,2 Prudden St.,West Haven,Connecticut,6516,United States,203-937-5799,https://www.nhicct.org/,info@nhicct.org,,,,
Islamic Society of Central Delaware,7953 S. Dupont Hwy,Felton,Delaware,19943,United States,302-382-2977,http://www.isocde.org/,inquiry@isocde.org,,,,
Masjid Ibrahim | Islamic Society of Delaware,28 Salem Church Rd.,Newark,Delaware,19713,United States,302-733-0273,https://isdonline.org/masjid-ibrahim,info@isdonline.org,,,,
Masjid Isa ibn-e-Maryam Foundation,706 S old Baltimore Pile,Newark,Delaware,19702,United States,302-786-5202,https://tarbiyahschool.org/,admin@masjidsa.org,,,,
Masjid Al Kauthar,2102 Northeast Blvd,Wilmington,Delaware,19802,United States,302-571-0532,https://masjidalkauthar.org/,weekendschool@masjidalkauthar.org,,,,
First Hijrah Muslim Community Center,4324 Georgia Ave NW,Washington,DC,20011,United States,703-933-0501,https://firsthijrah.org/,info@firsthijrah.org,,,,
Masjid Ush Shura | Islamic Center of Greater Southest,3109 Martin Luther King Ave. Se,Washington,DC,20032,United States,202-487-1024,https://masjidashshura.org/,masjidashshurava@gmail.com,,,,
Masjid Muhammad,1519 Islamic Way Nw,Washington,DC,20001,United States,202-483-8832,https://thenationsmosque.org/,info@thenationsmosque.com,,,,
Islamic Center of Boca Raton,3100 Nw 5th Ave,Boca Raton,Florida,33431,United States,561-395-7221,https://icbr.org/,masjid@icbr.org,,,,
Alhuda Islamic Center | Florida Islamic Education Center,831 E. Palmetto Park Rd,Boca Raton,Florida,33432,United States,561-361-7033,https://www.alhudaglobalschool.org/,global@alhuda.org,,,,
American Islamic Center of Florida,807 N. Federal Hwy,Boca Raton,Florida,33432,United States,561-900-4330,https://aicfmasjid.com/,aicfmails@gmail.com,,,,
Assalam Center of Boca Raton,1499 Nw 4th Ave,Boca Raton,Florida,33432,United States,561-391-8285,https://assalamcenter.org/,AssalamCenter96@gmail.com,,,,
Bonita Masjid,28181 Pine Haven Way Unit 137,,Florida,,United States,2394448588,https://www.bonitamasjid.com/,info@Bonitamasjid.biz,,,,
Al-Amin Center of Florida,8101 South Military Trail,Boynton Beach,Florida,33436,United States,551-859-2296,https://www.alamincenterflorida.org/,info@alamincenter.cemcastbiz.net,,,,
Islamic Center of Brandon,613 E. Morgan St.,Brandon,Florida,33510,United States,321-243-0693,https://www.brandonmasjid.org/,admin@brandonmasjid.org,,,,
Islamic Center of Clermont,15128 Lost Lake Rd,Clermont,Florida,34711,United States,407-267-8320,https://clermontmasjid.org/,haseebikhan@yahoo.com,,,,
Islamic Center of South Lake County,1208 Bowman St,Clermont,Florida,34711,United States,352-636-4956,https://www.icoslc.com/,imamshady@yahoo.com,Bro. Amzad Raymond Ally,Chairman,,
Nur Ul Islam Masjid | Nur Ul Islam of South Florida,10600 Sw 59th St.,Cooper City,Florida,33328,United States,954-434-3855,https://nurulislam.org/,nurulislamfl@gmail.com,,,,
Islamic Center of Daytona,347 S. Keach St.,Daytona Beach,Florida,32114,United States,386-252-3501,https://ic-db.weebly.com/,info@ic-db.org,,,,
Islamic Society of Cental Florida,1350 Gilpin Ct.,Deltona,Florida,32725,United States,386-860-3501,https://iscf.org/,,,,,
Association of Islamic Charitable projects,2820 Griffin Rd,Fort Lauderdale,Florida,33312,United States,954-986-1373,https://www.aicp.org/,musallaassultan@gmail.com,,,,
Masjid Al Iman of Fort Lauderdale,2542 Franklin Drive,Fort Lauderdale,Florida,33311,United States,954-581-6295,https://masjidaliman.com/,office@masjidaliman.com,,,,
Islamic Center of Broward,8658 Nw 44th St.,Fort Lauderdale,Florida,33351,United States,954-741-4214,http://icbfl.com/,icbflorida@gmail.com,,,,
Islamic Center for Peace,2056 Linhart Ave,Fort Myers,Florida,33901,United States,239-671-1761,https://iscf.org/,madarani@ic-eace.com,,,,
Center for Islam & Cultural Awareness,2371 Crawford St.,Fort Myers,Florida,33901,United States,239-334-8778,https://cicaftmyers.org/,cicaftmyers.fl@gmail.com,,,,
House of the Believesrs - Islamic Center of Fort Pierce,3607 Oleander Ave.,Fort Pierce,Florida,34982,United States,772-465-9200,https://www.icfp-fl.com/,houseofthebelievers@gmail.com,,,,
Islamic Center of Muslim Friends,2181 N. Bridge Plaza,Ft. Pierce,Florida,34950,United States,772-462-0242,https://icgmasjid.org/,info@icgmasjid.org,,,,
Hoda Center,5220 Sw 13th St,Gainesville,Florida,32608,United States,352-377-8080,https://hodacenter.org/,hodacenter@hotmail.com,,,,
Islamic Center of Gainesville,1010 W. University Area,Gainesville,Florida,32601,United States,352-372-1980,https://www.iccgfl.org/,socialcoordinator@iccgfl.org,,,,
